name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
ABMarkov1_90_500_70,90,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_90_500_95,90,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_1_15,95,1,15,813,145,2806,37069,28,0,0,221,9565,144793,85297,17554,22124,0,583,1661,39241,531161,1058391,17255,1148,19861,668925,904206,119313,292098,256879,67799,7860,336894,6909024,75052900,12275485,52777,16094,2554,132616,3076984,44902112,68737060,32714462,420024,881,47629,1268197,20495174,33024069,18381200,3336329,
ABMarkov1_95_1_70,95,1,70,813,145,2806,37069,28,0,0,221,9565,144793,85297,17554,22124,0,39,1661,39241,531161,1058391,17255,1148,5,275,7091,117644,292098,256879,67799,1,51,1376,23786,58693,52776,16094,0,4,183,4200,11443,10410,3323,0,0,12,457,1922,1849,563,
ABMarkov1_95_1_95,95,1,95,1,98,2806,37069,28,0,0,0,4,212,4502,17554,22124,0,0,0,7,281,1432,2288,1148,0,0,0,5,57,134,99,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_5_15,95,5,15,2,0,0,4,0,0,0,0,1,129,104,0,1,0,0,0,1,26,836,19,0,13,1571,3381,7,25,57,80,3,189,5419,160146,45317,5,3,1,76,2003,32053,60910,73539,1579,0,20,797,14737,25975,14948,3138,
ABMarkov1_95_5_70,95,5,70,2,0,0,4,0,0,0,0,1,129,104,0,1,0,0,0,1,26,836,19,0,0,0,0,1,25,57,80,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_5_95,95,5,95,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_10_15,95,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,51,0,0,0,0,1,36,626,4943,1001,1,0,0,4,136,2231,3951,2112,27,0,1,44,879,1611,986,194,
ABMarkov1_95_10_70,95,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_10_95,95,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_15_15,95,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,218,32,1,0,0,0,1,40,164,189,0,0,0,0,2,7,10,6,
ABMarkov1_95_15_70,95,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_15_95,95,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_20_15,95,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_20_70,95,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_20_95,95,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_50_15,95,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_50_70,95,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_50_95,95,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_500_15,95,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_500_70,95,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov1_95_500_95,95,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
