name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
AFMarkov2_50_50_70,50,50,70,75,2,0,0,0,0,0,1155,7941,6561,18,0,0,0,1896,41148,249092,457571,41091,21,0,0,1,443887,3574085,1992603,220582,2918,0,0,0,28,3856216,1535771,101177,0,0,0,0,0,31,217999,0,0,0,0,0,0,0,
AFMarkov2_50_50_95,50,50,95,75,2,0,0,0,0,0,1031,7941,6561,18,0,0,0,0,497,228612,457566,41091,21,0,0,0,0,30707,1824637,220582,2918,0,0,0,0,0,17260,91105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_50_500_15,50,500,15,71,2,0,0,0,0,0,580,6298,6558,18,0,0,0,1282,8879,108845,353696,41046,21,0,0,353,245400,568078,809472,166048,2918,0,0,0,19945,1929614,250551,42255,0,0,0,0,0,14182,110251,0,0,0,0,0,0,0,
AFMarkov2_50_500_70,50,500,70,71,2,0,0,0,0,0,580,6298,6558,18,0,0,0,0,3095,108672,353696,41046,21,0,0,0,0,198472,808218,166048,2918,0,0,0,0,0,87708,42185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_50_500_95,50,500,95,71,2,0,0,0,0,0,1,5972,6558,18,0,0,0,0,0,60,335946,41046,21,0,0,0,0,0,731,155125,2918,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_60_1_15,60,1,15,6,0,0,0,0,0,0,771,3019,614,0,0,0,0,10254,63385,150420,142294,3230,0,0,36351,539858,3027933,5969192,1157273,71123,264,171260,1220215,14878511,66137465,29020003,2580076,59616,216611,10966605,76914868,182898671,160397155,28714238,1610327,63147,4171680,131896403,2063856554,894806430,76123588,7695989,
AFMarkov2_60_1_70,60,1,70,6,0,0,0,0,0,0,771,3019,614,0,0,0,0,10253,63385,150420,142294,3230,0,0,33680,538027,3027828,5969192,1157273,71123,264,3661,373862,13987294,65971306,29018916,2580076,59616,211,29162,1681838,58705202,151774004,28638900,1610249,10,1763,129230,5303525,19669611,24049353,7269195,
AFMarkov2_60_1_95,60,1,95,6,0,0,0,0,0,0,770,3019,614,0,0,0,0,8179,61558,150333,142294,3230,0,0,326,58394,2437903,5810595,1156626,71123,264,1,1159,125242,7078748,23537042,2509590,59574,0,11,2325,184135,1334641,3098824,1291950,0,0,27,3554,29321,77518,64984,
AFMarkov2_60_5_15,60,5,15,6,0,0,0,0,0,0,762,3019,614,0,0,0,0,4225,47712,150115,142294,3230,0,0,6097,215341,1073606,4496533,1154162,71123,264,50310,815680,1963302,24645258,9847069,1869338,59447,611,144442,21955136,119950564,18715075,10463694,579202,117,8514,365971,25006107,251369985,50084384,910364,
AFMarkov2_60_5_70,60,5,70,6,0,0,0,0,0,0,762,3019,614,0,0,0,0,4224,47712,150115,142294,3230,0,0,501,206511,1073428,4496533,1154162,71123,264,2,376,182373,23887188,9845195,1869338,59447,0,22,1527,64361,1858613,10104008,579050,0,5,223,6231,20659,27643,93237,
AFMarkov2_60_5_95,60,5,95,6,0,0,0,0,0,0,761,3019,614,0,0,0,0,302,43750,150028,142294,3230,0,0,0,5,74680,4179335,1153478,71123,264,0,0,0,319,677984,1716905,59405,0,0,0,0,2,194,40766,0,0,0,0,0,0,0,
AFMarkov2_60_10_15,60,10,15,6,0,0,0,0,0,0,752,3019,614,0,0,0,0,3620,36892,148259,142294,3230,0,0,5672,85234,885856,3205108,1139838,71123,264,5142,522600,1788300,8522002,7992203,1373746,58309,77,6432,2065349,75806836,16938687,3673284,457725,20,1266,42839,1131269,22898236,30283637,813929,
AFMarkov2_60_10_70,60,10,70,6,0,0,0,0,0,0,752,3019,614,0,0,0,0,3614,36892,148259,142294,3230,0,0,13,66922,885123,3205108,1139838,71123,264,1,54,3558,6989107,7985086,1373746,58309,0,6,254,6297,36025,2980721,457062,0,2,72,1370,2913,2515,1823,
AFMarkov2_60_10_95,60,10,95,6,0,0,0,0,0,0,751,3019,614,0,0,0,0,3,29541,148119,142294,3230,0,0,0,0,1280,2606320,1138694,71123,264,0,0,0,0,10705,1098383,58214,0,0,0,0,0,0,901,0,0,0,0,0,0,0,
AFMarkov2_60_15_15,60,15,15,6,0,0,0,0,0,0,747,3019,614,0,0,0,0,3114,30125,146410,142294,3230,0,0,5458,46980,765120,2450898,1122992,71123,264,581,303655,1709600,4060505,6791347,1053111,57824,41,2479,214334,42473603,16217905,1793446,368695,15,763,21433,421940,2372626,16951291,777123,
AFMarkov2_60_15_70,60,15,70,6,0,0,0,0,0,0,747,3019,614,0,0,0,0,3105,30125,146410,142294,3230,0,0,1,22680,763168,2450898,1122992,71123,264,0,0,185,2079787,6773374,1053111,57824,0,0,0,72,1822,917718,367299,0,0,0,1,6,26,60,
AFMarkov2_60_15_95,60,15,95,6,0,0,0,0,0,0,746,3019,614,0,0,0,0,0,19768,146117,142294,3230,0,0,0,0,8,1614863,1120483,71123,264,0,0,0,0,148,674962,57676,0,0,0,0,0,0,26,0,0,0,0,0,0,0,
AFMarkov2_60_20_15,60,20,15,6,0,0,0,0,0,0,721,3019,614,0,0,0,0,2813,25552,143463,142294,3230,0,0,5206,34247,662026,2021568,1097680,71123,264,94,171517,1612956,2762138,5778849,873115,55454,1,175,37109,21730123,15181430,1238248,321818,0,3,233,26676,405782,8951960,730521,
AFMarkov2_60_20_70,60,20,70,6,0,0,0,0,0,0,721,3019,614,0,0,0,0,2781,25552,143463,142294,3230,0,0,0,6765,658016,2021568,1097680,71123,264,0,0,4,571763,5744131,873115,55454,0,0,0,1,44,277641,318966,0,0,0,0,0,0,1,
AFMarkov2_60_20_95,60,20,95,6,0,0,0,0,0,0,717,3019,614,0,0,0,0,0,12808,142913,142294,3230,0,0,0,0,0,1008922,1093022,71123,264,0,0,0,0,2,422626,55151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AFMarkov2_60_50_15,60,50,15,6,0,0,0,0,0,0,619,3019,614,0,0,0,0,1347,18306,125019,142276,3230,0,0,2991,29284,287082,1345915,942654,71123,264,0,899,881168,2289255,2342342,587035,45907,0,0,0,83588,7835144,1001562,123800,0,0,0,0,0,42458,363276,
AFMarkov2_60_50_70,60,50,70,6,0,0,0,0,0,0,619,3019,614,0,0,0,0,1213,18306,125019,142276,3230,0,0,0,1,263873,1345897,942654,71123,264,0,0,0,28,2162328,586999,45907,0,0,0,0,0,31,112187,0,0,0,0,0,0,0,
AFMarkov2_60_50_95,60,50,95,6,0,0,0,0,0,0,608,3019,614,0,0,0,0,0,497,121409,142276,3230,0,0,0,0,0,30587,913382,71123,264,0,0,0,0,0,17044,44221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_60_500_15,60,500,15,6,0,0,0,0,0,0,174,2484,614,0,0,0,0,298,2451,29516,111057,3230,0,0,0,253,44505,121872,192488,53959,264,0,0,0,12171,293040,53722,9954,0,0,0,0,0,7274,16112,0,0,0,0,0,0,0,
AFMarkov2_60_500_70,60,500,70,6,0,0,0,0,0,0,174,2484,614,0,0,0,0,0,1964,29516,111057,3230,0,0,0,0,0,102440,192483,53959,264,0,0,0,0,0,45048,9953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_60_500_95,60,500,95,6,0,0,0,0,0,0,1,2452,614,0,0,0,0,0,0,60,110233,3230,0,0,0,0,0,0,731,53088,264,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_70_1_15,70,1,15,0,0,0,0,0,0,0,268,529,3,0,0,0,0,8543,35610,49545,16480,0,0,0,34022,413421,2522049,3088903,342531,9342,2,126213,691767,14062862,49435138,24145006,1370160,17777,216611,10915381,54783189,102102537,152336298,21777191,1325914,63147,4171680,131896403,2053680971,632819883,42747594,7301699,
AFMarkov2_70_1_70,70,1,70,0,0,0,0,0,0,0,268,529,3,0,0,0,0,8543,35610,49545,16480,0,0,0,33537,413362,2522049,3088903,342531,9342,2,3661,373862,13924023,49430151,24145004,1370160,17777,211,29162,1681838,58705202,151103074,21774768,1325914,10,1763,129230,5303525,19669611,24049353,7234266,
AFMarkov2_70_1_95,70,1,95,0,0,0,0,0,0,0,268,529,3,0,0,0,0,7787,35326,49545,16480,0,0,0,326,58394,2312461,3068714,342520,9342,2,1,1159,125242,7078748,22304914,1361431,17777,0,11,2325,184135,1334641,3098824,1223128,0,0,27,3554,29321,77518,64984,
AFMarkov2_70_5_15,70,5,15,0,0,0,0,0,0,0,262,529,3,0,0,0,0,1822,23731,49419,16480,0,0,0,1642,115428,422373,2008526,341440,9342,2,29707,288214,470645,12767263,3654828,831106,17707,611,144442,12842566,39211974,4316900,5283800,210103,117,8514,365971,25006107,143660418,16981543,218776,
AFMarkov2_70_5_70,70,5,70,0,0,0,0,0,0,0,262,529,3,0,0,0,0,1822,23731,49419,16480,0,0,0,501,114936,422373,2008526,341440,9342,2,2,376,182373,12735167,3654826,831106,17707,0,22,1527,64361,1855979,5266745,210103,0,5,223,6231,20659,27643,93237,
AFMarkov2_70_5_95,70,5,95,0,0,0,0,0,0,0,262,529,3,0,0,0,0,302,23128,49419,16480,0,0,0,0,5,73681,1967471,341427,9342,2,0,0,0,319,648175,810260,17707,0,0,0,0,2,194,38783,0,0,0,0,0,0,0,
AFMarkov2_70_10_15,70,10,15,0,0,0,0,0,0,0,259,529,3,0,0,0,0,1437,17791,49099,16480,0,0,0,1179,45465,321364,1395992,337650,9342,2,4405,201410,295268,4412967,2715609,582806,17272,77,6432,1793006,27012921,2518507,1787010,142513,20,1266,42839,1131269,19468351,11710797,127851,
AFMarkov2_70_10_70,70,10,70,0,0,0,0,0,0,0,259,529,3,0,0,0,0,1437,17791,49099,16480,0,0,0,13,44133,321364,1395992,337650,9342,2,1,54,3558,4335818,2715590,582806,17272,0,6,254,6297,36025,1749492,142506,0,2,72,1370,2913,2515,1823,
AFMarkov2_70_10_95,70,10,95,0,0,0,0,0,0,0,259,529,3,0,0,0,0,3,16521,49098,16480,0,0,0,0,0,1280,1310912,337632,9342,2,0,0,0,0,10705,540862,17270,0,0,0,0,0,0,901,0,0,0,0,0,0,0,
AFMarkov2_70_15_15,70,15,15,0,0,0,0,0,0,0,259,529,3,0,0,0,0,1304,13248,48373,16480,0,0,0,1133,17427,265374,973078,333252,9342,2,562,110466,276413,1442749,2179716,417838,17167,41,2479,208342,13937939,2349339,621676,126181,15,763,21433,421940,2274787,5510910,114279,
AFMarkov2_70_15_70,70,15,70,0,0,0,0,0,0,0,259,529,3,0,0,0,0,1304,13248,48373,16480,0,0,0,1,15424,265372,973078,333252,9342,2,0,0,185,1333588,2179611,417838,17167,0,0,0,72,1822,571613,126159,0,0,0,1,6,26,60,
AFMarkov2_70_15_95,70,15,95,0,0,0,0,0,0,0,259,529,3,0,0,0,0,0,11315,48371,16480,0,0,0,0,0,8,845894,333197,9342,2,0,0,0,0,148,357557,17154,0,0,0,0,0,0,26,0,0,0,0,0,0,0,
AFMarkov2_70_20_15,70,20,15,0,0,0,0,0,0,0,259,529,3,0,0,0,0,1153,10539,47921,16480,0,0,0,1100,7850,235280,709330,329317,9342,2,94,67005,263046,550478,1901176,300211,17039,1,175,37109,8353352,2236025,246626,104129,0,3,233,26676,405782,3257268,107413,
AFMarkov2_70_20_70,70,20,70,0,0,0,0,0,0,0,259,529,3,0,0,0,0,1153,10539,47921,16480,0,0,0,0,5446,235266,709330,329317,9342,2,0,0,4,423878,1900932,300211,17039,0,0,0,1,44,190261,104091,0,0,0,0,0,0,1,
AFMarkov2_70_20_95,70,20,95,0,0,0,0,0,0,0,259,529,3,0,0,0,0,0,8009,47907,16480,0,0,0,0,0,0,548294,329198,9342,2,0,0,0,0,2,225607,17020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AFMarkov2_70_50_15,70,50,15,0,0,0,0,0,0,0,236,529,3,0,0,0,0,640,4455,42377,16480,0,0,0,670,2723,101808,259303,284127,9342,2,0,714,151487,139182,738447,114528,14625,0,0,0,60970,1174948,60290,46405,0,0,0,0,0,27972,52691,
AFMarkov2_70_50_70,70,50,70,0,0,0,0,0,0,0,236,529,3,0,0,0,0,639,4455,42377,16480,0,0,0,0,1,101463,259303,284127,9342,2,0,0,0,28,736222,114528,14625,0,0,0,0,0,31,46216,0,0,0,0,0,0,0,
AFMarkov2_70_50_95,70,50,95,0,0,0,0,0,0,0,234,529,3,0,0,0,0,0,470,42267,16480,0,0,0,0,0,0,26214,283030,9342,2,0,0,0,0,0,13845,14488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_70_500_15,70,500,15,0,0,0,0,0,0,0,24,454,3,0,0,0,0,18,644,2202,13625,0,0,0,0,78,1062,22986,11420,6911,2,0,0,0,1717,4838,8776,698,0,0,0,0,0,790,277,0,0,0,0,0,0,0,
AFMarkov2_70_500_70,70,500,70,0,0,0,0,0,0,0,24,454,3,0,0,0,0,0,643,2202,13625,0,0,0,0,0,0,22977,11420,6911,2,0,0,0,0,0,8768,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_70_500_95,70,500,95,0,0,0,0,0,0,0,1,454,3,0,0,0,0,0,0,56,13625,0,0,0,0,0,0,0,545,6907,2,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_80_1_15,80,1,15,0,0,0,0,0,0,0,57,1,0,0,0,0,0,7819,18323,5347,49,0,0,0,33506,348308,2313426,1526423,31026,43,0,103541,466965,13913881,41348189,22172108,719608,1690,216611,10895740,43809622,70568454,150972395,18481653,1218686,63147,4171680,131896403,2049547296,505947627,29043915,7226879,
AFMarkov2_80_1_70,80,1,70,0,0,0,0,0,0,0,57,1,0,0,0,0,0,7819,18323,5347,49,0,0,0,33495,348308,2313426,1526423,31026,43,0,3661,373862,13907825,41348187,22172108,719608,1690,211,29162,1681838,58705202,150925123,18481650,1218686,10,1763,129230,5303525,19669611,24049353,7223892,
AFMarkov2_80_1_95,80,1,95,0,0,0,0,0,0,0,57,1,0,0,0,0,0,7584,18321,5347,49,0,0,0,326,58394,2254077,1526186,31026,43,0,1,1159,125242,7078748,21705206,719524,1690,0,11,2325,184135,1334641,3098824,1190557,0,0,27,3554,29321,77518,64984,
AFMarkov2_80_5_15,80,5,15,0,0,0,0,0,0,0,55,1,0,0,0,0,0,651,9373,5298,49,0,0,0,532,71302,141526,702144,30919,43,0,23221,75930,191959,7967328,1182249,297297,1690,611,144442,9998877,9558967,1927396,3245517,68103,117,8514,365971,25006107,110157103,4308787,97534,
AFMarkov2_80_5_70,80,5,70,0,0,0,0,0,0,0,55,1,0,0,0,0,0,651,9373,5298,49,0,0,0,501,71302,141526,702144,30919,43,0,2,376,182373,7967304,1182249,297297,1690,0,22,1527,64361,1855550,3245503,68103,0,5,223,6231,20659,27643,93237,
AFMarkov2_80_5_95,80,5,95,0,0,0,0,0,0,0,55,1,0,0,0,0,0,302,9369,5298,49,0,0,0,0,5,73440,701543,30919,43,0,0,0,0,319,639755,296991,1690,0,0,0,0,2,194,38131,0,0,0,0,0,0,0,
AFMarkov2_80_10_15,80,10,15,0,0,0,0,0,0,0,53,1,0,0,0,0,0,330,5379,5251,49,0,0,0,44,19402,49646,396481,30188,43,0,3065,37544,12568,1708774,386687,150329,1633,77,6432,1125210,4556708,103600,698259,27331,20,1266,42839,1131269,12009256,2014031,6092,
AFMarkov2_80_10_70,80,10,70,0,0,0,0,0,0,0,53,1,0,0,0,0,0,330,5379,5251,49,0,0,0,13,19400,49646,396481,30188,43,0,1,54,3558,1708702,386687,150329,1633,0,6,254,6297,36025,698224,27331,0,2,72,1370,2913,2515,1823,
AFMarkov2_80_10_95,80,10,95,0,0,0,0,0,0,0,53,1,0,0,0,0,0,3,5351,5251,49,0,0,0,0,0,1280,395079,30188,43,0,0,0,0,0,10705,149514,1633,0,0,0,0,0,0,901,0,0,0,0,0,0,0,
AFMarkov2_80_15_15,80,15,15,0,0,0,0,0,0,0,53,1,0,0,0,0,0,258,3986,5196,49,0,0,0,33,7189,39599,252197,29471,43,0,468,21235,8213,557207,293095,99347,1517,41,2479,176876,2463707,60981,213748,15678,15,763,21433,421940,1884809,1084881,3850,
AFMarkov2_80_15_70,80,15,70,0,0,0,0,0,0,0,53,1,0,0,0,0,0,258,3986,5196,49,0,0,0,1,7183,39599,252197,29471,43,0,0,0,185,557096,293095,99347,1517,0,0,0,72,1822,213694,15678,0,0,0,1,6,26,60,
AFMarkov2_80_15_95,80,15,95,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,3932,5196,49,0,0,0,0,0,8,249927,29471,43,0,0,0,0,0,148,98127,1517,0,0,0,0,0,0,26,0,0,0,0,0,0,0,
AFMarkov2_80_20_15,80,20,15,0,0,0,0,0,0,0,53,1,0,0,0,0,0,252,2856,5100,49,0,0,0,27,2695,31984,171303,29097,43,0,90,11428,6960,186568,226757,69661,1504,1,175,36158,1274657,51013,77643,15072,0,3,233,26676,392004,480275,2566,
AFMarkov2_80_20_70,80,20,70,0,0,0,0,0,0,0,53,1,0,0,0,0,0,252,2856,5100,49,0,0,0,0,2688,31984,171303,29097,43,0,0,0,4,186442,226757,69661,1504,0,0,0,1,44,77584,15072,0,0,0,0,0,0,1,
AFMarkov2_80_20_95,80,20,95,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,2771,5100,49,0,0,0,0,0,0,168317,29097,43,0,0,0,0,0,2,68175,1504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AFMarkov2_80_50_15,80,50,15,0,0,0,0,0,0,0,50,1,0,0,0,0,0,116,404,4677,49,0,0,0,23,9,13089,16278,25587,43,0,0,190,3190,171,76176,7011,1209,0,0,0,11113,19404,87,4026,0,0,0,0,0,4922,753,
AFMarkov2_80_50_70,80,50,70,0,0,0,0,0,0,0,50,1,0,0,0,0,0,116,404,4677,49,0,0,0,0,1,13089,16278,25587,43,0,0,0,0,28,76176,7011,1209,0,0,0,0,0,31,4026,0,0,0,0,0,0,0,
AFMarkov2_80_50_95,80,50,95,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,250,4677,49,0,0,0,0,0,0,11484,25587,43,0,0,0,0,0,0,4960,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_80_500_15,80,500,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,20,48,0,0,0,0,0,0,486,58,29,0,0,0,0,0,0,103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_80_500_70,80,500,70,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,20,48,0,0,0,0,0,0,486,58,29,0,0,0,0,0,0,103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_80_500_95,80,500,95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,48,0,0,0,0,0,0,0,58,29,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_90_1_15,90,1,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7479,9520,50,0,0,0,0,33478,305694,2226353,854333,121,0,0,84853,399726,13900797,36233708,21380078,437362,0,216611,10882921,35324263,62040300,150846719,16490956,1175001,63147,4171680,131896403,2046974127,412400587,25162857,7218566,
AFMarkov2_90_1_70,90,1,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7479,9520,50,0,0,0,0,33478,305694,2226353,854333,121,0,0,3661,373862,13900770,36233708,21380078,437362,0,211,29162,1681838,58705202,150846484,16490956,1175001,10,1763,129230,5303525,19669611,24049353,7218557,
AFMarkov2_90_1_95,90,1,95,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7396,9520,50,0,0,0,0,326,58394,2204706,854333,121,0,0,1,1159,125242,7078748,21232498,437362,0,0,11,2325,184135,1334641,3098824,1163011,0,0,27,3554,29321,77518,64984,
AFMarkov2_90_5_15,90,5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117,568,1,0,0,0,0,308,6111,24952,29690,14,0,0,2144,2450,100508,547926,194805,14829,0,611,103003,810194,299120,1010598,246883,10822,117,8514,365971,18072018,8769048,136822,48766,
AFMarkov2_90_5_70,90,5,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117,568,1,0,0,0,0,308,6111,24952,29690,14,0,0,2,376,100479,547926,194805,14829,0,0,22,1527,64361,1010346,246883,10822,0,5,223,6231,20659,27643,48756,
AFMarkov2_90_5_95,90,5,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,568,1,0,0,0,0,0,5,24069,29690,14,0,0,0,0,0,319,188213,14829,0,0,0,0,0,2,194,10585,0,0,0,0,0,0,0,
AFMarkov2_90_10_15,90,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,461,1,0,0,0,0,13,2935,2059,21133,13,0,0,823,1847,3587,258164,15726,9427,0,77,6432,327433,204055,36249,101805,978,20,1266,42839,1131269,3397575,95999,1833,
AFMarkov2_90_10_70,90,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,461,1,0,0,0,0,13,2935,2059,21133,13,0,0,1,54,3558,258164,15726,9427,0,0,6,254,6297,35996,101805,978,0,2,72,1370,2913,2515,1823,
AFMarkov2_90_10_95,90,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,461,1,0,0,0,0,0,0,1259,21133,13,0,0,0,0,0,0,9732,9427,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,
AFMarkov2_90_15_15,90,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,1,0,0,0,0,1,343,162,6079,7,0,0,117,480,204,23201,1119,1796,0,41,2479,52780,53703,1964,8863,126,15,763,21433,421940,572275,22953,69,
AFMarkov2_90_15_70,90,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,1,0,0,0,0,1,343,162,6079,7,0,0,0,0,185,23201,1119,1796,0,0,0,0,72,1817,8863,126,0,0,0,1,6,26,60,
