name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
ABReal_90_5_15,90,5,15,2,0,0,0,0,0,0,46,212,539,1,0,0,0,684,3417,6340,10150,2603,0,0,3587,38472,159568,261798,36375,3500,86,7786,164596,1031478,3328028,1230384,101233,1567,12891,349047,2597542,19695070,8904073,1289621,66636,5130,259324,5701937,51727782,23911241,7329513,375100,
ABReal_90_5_70,90,5,70,2,0,0,0,0,0,0,46,212,539,1,0,0,0,671,3359,6339,10150,2603,0,0,2829,37490,156546,259025,36375,3500,86,1363,55998,806350,3219026,1204981,100765,1567,480,20326,420899,5812478,6862064,1244405,65319,274,10490,206711,2633928,3751474,2024489,281251,
ABReal_90_5_95,90,5,95,2,0,0,0,0,0,0,45,201,504,1,0,0,0,486,3190,6243,8882,2575,0,0,491,18061,119697,250315,34812,2966,86,167,6304,121678,1446572,943170,98038,1387,87,3238,56989,676014,989862,541830,53270,62,2206,40374,459892,533849,240238,42908,
ABReal_90_10_15,90,10,15,2,0,0,0,0,0,0,46,212,539,1,0,0,0,589,3415,6340,10150,2603,0,0,2373,21955,107933,261798,36375,3500,86,3547,49341,618884,1709514,735913,101233,1567,1948,81965,1115357,4869547,5080851,626900,35093,701,32197,780548,9718228,9978305,1674267,214817,
ABReal_90_10_70,90,10,70,2,0,0,0,0,0,0,46,212,539,1,0,0,0,576,3357,6339,10150,2603,0,0,782,20828,104801,259025,36375,3500,86,202,8422,175508,1587180,709802,100765,1567,78,3078,58199,766909,1242549,576087,33722,36,1374,26450,326006,444319,244910,49274,
ABReal_90_10_95,90,10,95,2,0,0,0,0,0,0,45,201,504,1,0,0,0,328,3188,6243,8882,2575,0,0,71,2892,50164,250315,34812,2966,86,27,947,16306,184802,305440,98038,1387,10,416,7537,83789,109522,58801,12980,3,121,2324,28312,39657,20037,3544,
ABReal_90_15_15,90,15,15,2,0,0,0,0,0,0,46,212,539,1,0,0,0,325,2424,6340,10150,2603,0,0,950,10923,52086,147237,36375,3500,86,1195,19505,221817,819617,347413,51481,1567,656,25360,337314,1866568,1691197,295391,16749,262,11661,249479,2815199,2736248,629497,67886,
ABReal_90_15_70,90,15,70,2,0,0,0,0,0,0,46,212,539,1,0,0,0,312,2361,6339,10150,2603,0,0,298,8431,48547,144317,36375,3500,86,101,3616,65499,589821,318987,50946,1567,38,1475,26894,319069,447325,200728,15271,12,514,10646,138479,188984,95372,16359,
ABReal_90_15_95,90,15,95,2,0,0,0,0,0,0,45,201,504,1,0,0,0,123,2108,6243,8882,2575,0,0,36,1204,18674,123677,34812,2966,86,12,431,7310,77793,111363,42737,1387,1,76,2020,29762,45132,23076,4418,0,3,106,2304,6991,5783,1291,
ABReal_90_20_15,90,20,15,2,0,0,0,0,0,0,46,212,539,1,0,0,0,285,2199,6340,10150,2603,0,0,703,9524,45847,131908,36375,3500,86,815,13921,162427,716108,310471,45501,1567,379,15070,227673,1343193,1203032,259918,15003,138,6736,144071,1700783,1812173,456456,46241,
ABReal_90_20_70,90,20,70,2,0,0,0,0,0,0,46,212,539,1,0,0,0,272,2131,6339,10150,2603,0,0,166,5740,42220,128958,36375,3500,86,58,2121,37994,393777,281497,44956,1567,24,923,16628,193800,267420,127656,13498,9,360,6891,84612,113338,55881,9541,
ABReal_90_20_95,90,20,95,2,0,0,0,0,0,0,45,201,504,1,0,0,0,77,1740,6243,8882,2575,0,0,17,639,10707,95250,34812,2966,86,9,299,4687,46858,63256,31135,1387,0,15,734,12507,23472,12780,2480,0,0,7,287,1936,2362,633,
ABReal_90_50_15,90,50,15,2,0,0,0,0,0,0,37,212,539,1,0,0,0,151,1121,4573,10150,2603,0,0,186,4071,23333,63127,29490,3500,86,171,4529,45311,302391,157017,21883,1354,69,2838,48747,441391,343048,100466,7033,18,897,21453,302631,370375,134024,13009,
ABReal_90_50_70,90,50,70,2,0,0,0,0,0,0,37,212,539,1,0,0,0,90,1047,4572,10150,2603,0,0,37,1129,14626,59951,29490,3500,86,13,457,7840,83952,93616,21261,1354,4,171,3453,40994,52847,25373,3613,3,108,1852,20782,26748,13184,2033,
ABReal_90_50_95,90,50,95,2,0,0,0,0,0,0,32,201,504,1,0,0,0,12,341,3824,8882,2575,0,0,6,180,2587,23661,24147,2966,86,1,36,692,8697,13337,7152,917,0,0,1,60,1030,1128,345,0,0,0,0,0,27,24,
ABReal_90_500_15,90,500,15,1,0,0,0,0,0,0,6,108,309,1,0,0,0,10,149,1335,4621,801,0,0,7,200,2456,13662,9028,884,25,4,151,2140,16563,16754,4263,300,3,99,1541,16351,20362,6096,812,0,1,290,9970,16724,6207,998,
ABReal_90_500_70,90,500,70,1,0,0,0,0,0,0,6,108,309,1,0,0,0,5,120,1256,4621,801,0,0,0,1,77,2886,6538,884,25,0,0,0,2,57,567,250,0,0,0,0,0,1,4,0,0,0,0,0,0,0,
ABReal_90_500_95,90,500,95,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABReal_95_1_15,95,1,15,0,0,0,0,0,0,0,8,60,0,0,0,0,0,2843,615,1428,2795,0,0,0,52979,709093,1476383,41673,7758,645,0,183643,3349248,21888453,90393145,17622364,14834,171,636184,11228367,85386088,539843904,234867582,39009458,1191532,831112,26937574,376718561,2163245829,974225818,220295514,10969192,
ABReal_95_1_70,95,1,70,0,0,0,0,0,0,0,8,60,0,0,0,0,0,2841,615,1428,2795,0,0,0,52976,709056,1476316,41673,7758,645,0,85776,2215459,21886296,90385987,17622131,14834,171,76164,2573102,38140846,333663055,234840850,39005452,1191528,65543,2360766,41337414,436327795,421942825,132102122,10967947,
ABReal_95_1_95,95,1,95,0,0,0,0,0,0,0,8,57,0,0,0,0,0,2806,601,1166,2794,0,0,0,24747,561845,1471793,40137,6375,645,0,24219,701367,9523284,68552674,17597074,13375,161,18851,656620,10258331,99595217,96431974,28877072,1190329,15399,558531,9936119,107607454,110702368,39104692,4501478,
ABReal_95_5_15,95,5,15,0,0,0,0,0,0,0,8,60,0,0,0,0,0,285,613,1428,2795,0,0,0,2709,31496,89786,41673,7758,645,0,6134,152455,780954,2722585,762849,14834,171,12269,314073,2052188,18428148,6720452,1068484,46562,5047,253394,5428035,47257903,18833539,6842851,275099,
ABReal_95_5_70,95,5,70,0,0,0,0,0,0,0,8,60,0,0,0,0,0,283,613,1428,2795,0,0,0,2687,31263,89678,41673,7758,645,0,1361,55312,769987,2699660,762559,14834,171,480,20316,419708,5742763,6612224,1059140,46556,274,10490,206711,2633594,3743398,1998843,270468,
ABReal_95_5_95,95,5,95,0,0,0,0,0,0,0,8,57,0,0,0,0,0,248,599,1166,2794,0,0,0,482,17438,85154,40137,6375,645,0,167,6304,121095,1413424,737475,13375,161,87,3238,56989,675895,985543,531034,45353,62,2206,40374,459892,533849,240238,42894,
ABReal_95_10_15,95,10,15,0,0,0,0,0,0,0,8,60,0,0,0,0,0,128,612,1428,2795,0,0,0,463,4890,21629,41673,7758,645,0,973,20823,114759,359261,133192,14834,171,1101,28514,284483,2150686,883593,123433,6410,569,23543,416512,3422237,2394405,733103,33322,
ABReal_95_10_70,95,10,70,0,0,0,0,0,0,0,8,60,0,0,0,0,0,125,612,1428,2795,0,0,0,384,4590,21495,41673,7758,645,0,195,7065,87650,332273,132856,14834,171,78,3066,56163,640628,648777,112819,6398,36,1374,26450,325511,430247,193646,23346,
ABReal_95_10_95,95,10,95,0,0,0,0,0,0,0,8,57,0,0,0,0,0,90,598,1166,2794,0,0,0,69,2284,16670,40137,6375,645,0,27,947,15723,153088,105535,13375,161,10,416,7537,83674,107451,48005,5063,3,121,2324,28312,39657,20037,3530,
ABReal_95_15_15,95,15,15,0,0,0,0,0,0,0,8,60,0,0,0,0,0,112,611,1428,2795,0,0,0,349,3756,17227,41673,7758,645,0,514,9703,86682,271398,101240,14834,171,425,12456,145882,980861,666918,91846,4439,226,9080,164018,1452629,1200609,316282,25991,
ABReal_95_15_70,95,15,70,0,0,0,0,0,0,0,8,60,0,0,0,0,0,109,611,1428,2795,0,0,0,202,3431,17090,41673,7758,645,0,98,3219,43490,243885,100900,14834,171,38,1471,26292,288056,303050,80936,4427,12,514,10646,138443,186500,82544,10854,
ABReal_95_15_95,95,15,95,0,0,0,0,0,0,0,8,57,0,0,0,0,0,66,597,1166,2794,0,0,0,35,1049,10738,40137,6375,645,0,12,431,7249,71455,64901,13375,161,1,76,2020,29747,44862,20583,2507,0,3,106,2304,6991,5783,1291,
ABReal_95_20_15,95,20,15,0,0,0,0,0,0,0,8,60,0,0,0,0,0,112,611,1428,2795,0,0,0,347,3727,17075,41673,7758,645,0,420,8098,85712,269634,100261,14834,171,278,9858,121589,809323,660758,91161,4362,138,5953,112667,1150439,1013952,253865,25873,
ABReal_95_20_70,95,20,70,0,0,0,0,0,0,0,8,60,0,0,0,0,0,109,611,1428,2795,0,0,0,139,3401,16938,41673,7758,645,0,58,2020,32324,242057,99921,14834,171,24,923,16598,190808,224450,80221,4350,9,360,6891,84612,113338,55048,8184,
ABReal_95_20_95,95,20,95,0,0,0,0,0,0,0,8,57,0,0,0,0,0,62,597,1166,2794,0,0,0,17,631,9252,40137,6375,645,0,9,299,4687,46619,56104,13375,161,0,15,734,12507,23472,12724,1954,0,0,7,287,1936,2362,633,
ABReal_95_50_15,95,50,15,0,0,0,0,0,0,0,8,60,0,0,0,0,0,32,301,1428,2795,0,0,0,97,1566,6356,21951,7758,645,0,112,2403,25074,115151,42945,7624,171,58,2094,31992,236082,182979,37024,1839,18,889,19259,217296,231504,66945,6633,
ABReal_95_50_70,95,50,70,0,0,0,0,0,0,0,8,60,0,0,0,0,0,29,301,1428,2795,0,0,0,34,889,6211,21951,7758,645,0,13,457,7561,65459,42573,7624,171,4,171,3453,40855,51171,18874,1814,3,108,1852,20782,26748,13184,1929,
ABReal_95_50_95,95,50,95,0,0,0,0,0,0,0,8,57,0,0,0,0,0,12,246,1166,2794,0,0,0,6,180,2583,18560,6375,645,0,1,36,692,8697,13224,4769,161,0,0,1,60,1030,1128,345,0,0,0,0,0,27,24,
ABReal_95_500_15,95,500,15,0,0,0,0,0,0,0,4,35,0,0,0,0,0,5,116,560,432,0,0,0,5,170,1405,6775,1319,88,0,4,132,1440,12362,10119,985,38,3,99,1537,14789,14490,5065,524,0,1,290,9970,16724,5834,560,
ABReal_95_500_70,95,500,70,0,0,0,0,0,0,0,4,35,0,0,0,0,0,5,111,560,432,0,0,0,0,1,77,2318,1316,88,0,0,0,0,2,57,460,38,0,0,0,0,0,1,4,0,0,0,0,0,0,0,
ABReal_95_500_95,95,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
