name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
AFMarkov3_50_15_95,50,15,95,159,11,0,0,0,0,0,1509,10930,13830,41,0,0,0,3,26362,347979,611134,68942,27,0,0,0,1232,2320032,2740809,259029,3227,0,0,0,0,10173,954239,134098,0,0,0,0,0,0,674,0,0,0,0,0,0,0,
AFMarkov3_50_20_15,50,20,15,159,11,0,0,0,0,0,1514,10935,13830,41,0,0,0,5867,63287,346702,611124,68942,27,0,17849,170544,1518749,5448248,2724017,259034,3227,250,294288,6179453,15963244,13522569,2224958,132121,0,143,94704,39323570,59816914,6465015,684763,0,0,134,30107,1002221,15647939,2736254,
AFMarkov3_50_20_70,50,20,70,159,11,0,0,0,0,0,1514,10935,13830,41,0,0,0,5399,63285,346702,611124,68942,27,0,0,15733,1426891,5448007,2724017,259034,3227,0,0,15,1438442,12781091,2224806,132121,0,0,0,0,152,630559,645390,0,0,0,0,0,0,9,
AFMarkov3_50_20_95,50,20,95,159,11,0,0,0,0,0,1490,10928,13830,41,0,0,0,0,17171,342425,611124,68942,27,0,0,0,106,1463077,2689426,259029,3227,0,0,0,0,940,610304,129960,0,0,0,0,0,0,80,0,0,0,0,0,0,0,
AFMarkov3_50_50_15,50,50,15,159,11,0,0,0,0,0,1371,10930,13830,41,0,0,0,3648,57004,301466,611015,68942,27,0,8020,161636,827693,4768707,2327385,258979,3227,0,7506,2637377,15028477,6719144,1914446,113353,0,0,0,768704,24272164,6025384,339063,0,0,0,0,2,321058,1144338,
AFMarkov3_50_50_70,50,50,70,159,11,0,0,0,0,0,1371,10930,13830,41,0,0,0,1931,56933,301466,611015,68942,27,0,0,171,477972,4764961,2327385,258979,3227,0,0,0,12001,4042861,1912164,113353,0,0,0,0,0,7110,205746,0,0,0,0,0,0,0,
AFMarkov3_50_50_95,50,50,95,159,11,0,0,0,0,0,1199,10917,13830,41,0,0,0,0,2350,267362,610974,68942,27,0,0,0,0,159719,2069302,258933,3227,0,0,0,0,0,68576,99318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_50_500_15,50,500,15,159,11,0,0,0,0,0,899,8815,13807,41,0,0,0,1907,17137,166169,476328,68887,27,0,0,2307,383557,1066327,1157036,194188,3224,0,0,0,153753,2762290,384334,51716,0,0,0,0,0,60449,125744,0,0,0,0,0,0,0,
AFMarkov3_50_500_70,50,500,70,159,11,0,0,0,0,0,893,8815,13807,41,0,0,0,0,4633,165778,476328,68887,27,0,0,0,0,307302,1154559,194188,3224,0,0,0,0,0,116739,51569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_50_500_95,50,500,95,159,11,0,0,0,0,0,19,7868,13806,41,0,0,0,0,0,2891,437412,68885,27,0,0,0,0,0,19380,175875,3224,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_60_1_15,60,1,15,57,0,0,0,0,0,0,1016,5421,2836,0,0,0,0,10180,77684,201769,246148,10801,0,0,36214,586883,3061155,7064204,1464708,96234,529,173283,1386551,14789305,71659862,29489355,2892983,69023,221193,10423983,81273874,205828261,157757614,30449579,1532528,65391,4313002,133864945,1972482111,947099135,82459554,7491706,
AFMarkov3_60_1_70,60,1,70,57,0,0,0,0,0,0,1016,5421,2836,0,0,0,0,10178,77684,201769,246148,10801,0,0,32079,583133,3060773,7064203,1464708,96234,529,3960,395674,13475231,71369556,29486626,2892983,69023,269,33045,1841423,62006194,145599337,30331010,1532382,23,2579,155615,5950724,21394617,25401183,6951329,
AFMarkov3_60_1_95,60,1,95,57,0,0,0,0,0,0,1016,5421,2836,0,0,0,0,7185,74880,201580,246148,10801,0,0,311,62845,2357632,6843429,1463462,96233,529,6,1388,141944,7764404,23285641,2802423,68982,0,22,3060,217888,1510331,3362770,1184667,0,0,65,5364,36804,89986,73315,
AFMarkov3_60_5_15,60,5,15,57,0,0,0,0,0,0,1016,5421,2836,0,0,0,0,5890,63365,201617,246148,10801,0,0,9639,236075,1411604,5433320,1464029,96234,529,46079,1034081,3023633,26175420,12251539,2187040,69007,784,211439,21273006,148139002,27432470,10523288,652956,126,9234,421203,35186688,239555635,58268885,1218879,
AFMarkov3_60_5_70,60,5,70,57,0,0,0,0,0,0,1016,5421,2836,0,0,0,0,5887,63365,201617,246148,10801,0,0,945,215123,1410856,5433318,1464029,96234,529,7,585,332946,24583000,12246543,2187039,69007,0,22,1513,77473,3326688,9888057,652680,0,2,136,5100,18905,32615,162095,
AFMarkov3_60_5_95,60,5,95,57,0,0,0,0,0,0,1014,5421,2836,0,0,0,0,506,56848,201413,246148,10801,0,0,0,22,126610,4935131,1462706,96233,529,0,0,2,2001,1115529,1981797,68958,0,0,0,1,7,884,61918,0,0,0,0,0,0,0,
AFMarkov3_60_10_15,60,10,15,57,0,0,0,0,0,0,1014,5420,2836,0,0,0,0,4972,47094,201077,246148,10801,0,0,8961,111548,1206313,3845070,1460249,96234,529,6776,662137,2768367,10379100,10361230,1516258,68803,73,8234,2759982,90671663,24753670,4149092,522002,15,1114,40576,1360177,29369411,35270262,1084762,
AFMarkov3_60_10_70,60,10,70,57,0,0,0,0,0,0,1014,5420,2836,0,0,0,0,4963,47094,201077,246148,10801,0,0,41,70274,1204099,3845064,1460249,96234,529,0,11,11480,7237523,10345843,1516252,68803,0,0,34,2253,110747,2944506,521016,0,0,0,75,406,795,5718,
AFMarkov3_60_10_95,60,10,95,57,0,0,0,0,0,0,1012,5420,2836,0,0,0,0,43,33149,200789,246148,10801,0,0,0,0,10598,2797666,1458302,96233,529,0,0,0,0,88486,1098833,68721,0,0,0,0,0,0,5610,0,0,0,0,0,0,0,
AFMarkov3_60_15_15,60,15,15,57,0,0,0,0,0,0,1008,5420,2836,0,0,0,0,4290,39579,200275,246148,10801,0,0,8835,79632,1037459,3121809,1452959,96234,529,1245,364943,2725687,6553375,8794655,1228959,68251,31,2194,448775,48399182,24270438,2585772,450834,8,552,17949,395279,4675913,18616722,1064069,
AFMarkov3_60_15_70,60,15,70,57,0,0,0,0,0,0,1008,5420,2836,0,0,0,0,4249,39578,200275,246148,10801,0,0,0,28174,1031456,3121796,1452959,96234,529,0,0,412,2657513,8752419,1228943,68251,0,0,0,27,4508,1115767,448396,0,0,0,0,3,15,237,
AFMarkov3_60_15_95,60,15,95,57,0,0,0,0,0,0,1003,5420,2836,0,0,0,0,3,20262,199806,246148,10801,0,0,0,0,1196,1680600,1449663,96233,529,0,0,0,0,9740,666517,68068,0,0,0,0,0,0,672,0,0,0,0,0,0,0,
AFMarkov3_60_20_15,60,20,15,57,0,0,0,0,0,0,1002,5419,2836,0,0,0,0,3776,36363,198531,246148,10801,0,0,8562,68505,882288,2775278,1438424,96234,529,238,196191,2622103,5319359,7401802,1086630,67454,0,143,83342,24521714,23174526,2034520,362367,0,0,134,30107,879316,9265453,995182,
AFMarkov3_60_20_70,60,20,70,57,0,0,0,0,0,0,1002,5419,2836,0,0,0,0,3690,36361,198531,246148,10801,0,0,0,12384,869534,2775257,1438424,96234,529,0,0,15,1089014,7314296,1086610,67454,0,0,0,0,152,450976,357804,0,0,0,0,0,0,9,
AFMarkov3_60_20_95,60,20,95,57,0,0,0,0,0,0,992,5419,2836,0,0,0,0,0,13501,197699,246148,10801,0,0,0,0,106,1081682,1432669,96233,529,0,0,0,0,940,432576,67051,0,0,0,0,0,0,80,0,0,0,0,0,0,0,
AFMarkov3_60_50_15,60,50,15,57,0,0,0,0,0,0,900,5415,2836,0,0,0,0,1889,30706,171208,246098,10801,0,0,4526,60138,385594,2210362,1220622,96198,529,0,5053,1299548,4489208,2917475,837467,54180,0,0,0,489476,10813453,1670403,134760,0,0,0,0,2,186000,476721,
AFMarkov3_60_50_70,60,50,70,57,0,0,0,0,0,0,900,5415,2836,0,0,0,0,1393,30696,171208,246098,10801,0,0,0,125,313953,2210097,1220622,96198,529,0,0,0,9349,2460034,837263,54180,0,0,0,0,0,4830,114206,0,0,0,0,0,0,0,
AFMarkov3_60_50_95,60,50,95,57,0,0,0,0,0,0,842,5415,2836,0,0,0,0,0,1888,163058,246094,10801,0,0,0,0,0,119016,1164881,96191,529,0,0,0,0,0,49419,51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_60_500_15,60,500,15,57,0,0,0,0,0,0,436,4314,2835,0,0,0,0,802,5358,65086,194719,10795,0,0,0,1201,113267,260132,379469,71759,529,0,0,0,64579,657649,87911,16072,0,0,0,0,0,21886,27005,0,0,0,0,0,0,0,
AFMarkov3_60_500_70,60,500,70,57,0,0,0,0,0,0,436,4314,2835,0,0,0,0,0,3030,65069,194719,10795,0,0,0,0,0,166993,379415,71759,529,0,0,0,0,0,58918,16072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_60_500_95,60,500,95,57,0,0,0,0,0,0,18,4185,2835,0,0,0,0,0,0,1934,191044,10795,0,0,0,0,0,0,11217,70015,529,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_70_1_15,70,1,15,6,0,0,0,0,0,0,511,1674,95,0,0,0,0,8065,45635,84369,55094,170,0,0,32676,466003,2503129,3881694,531472,19883,6,134392,802586,13576425,56631445,24234002,1531469,23585,221177,10263979,61358525,116188045,145924982,24005166,1236604,65391,4313001,133855585,1943784524,709612957,46486088,6949058,
AFMarkov3_70_1_70,70,1,70,6,0,0,0,0,0,0,511,1674,95,0,0,0,0,8065,45635,84369,55094,170,0,0,31663,465649,2503122,3881694,531472,19883,6,3960,395666,13313767,56614590,24233969,1531469,23585,269,33045,1841423,62004715,143793958,23998569,1236597,23,2579,155615,5950724,21394617,25400880,6859287,
AFMarkov3_70_1_95,70,1,95,6,0,0,0,0,0,0,511,1674,95,0,0,0,0,6702,44956,84361,55094,170,0,0,311,62836,2227774,3840269,531424,19883,6,6,1388,141944,7764207,22031276,1515619,23581,0,22,3060,217888,1510331,3362601,1109000,0,0,65,5364,36804,89986,73315,
AFMarkov3_70_5_15,70,5,15,6,0,0,0,0,0,0,509,1674,95,0,0,0,0,3104,36080,84256,55094,170,0,0,3283,141879,646686,2818273,531007,19883,6,30353,423502,897378,14611859,5108782,1073785,23563,784,195862,13610257,55240106,7505391,5856035,269695,126,9234,421203,32715373,149582842,21175504,320503,
AFMarkov3_70_5_70,70,5,70,6,0,0,0,0,0,0,509,1674,95,0,0,0,0,3104,36080,84256,55094,170,0,0,747,139392,646660,2818273,531007,19883,6,7,585,283424,14483984,5108673,1073785,23563,0,22,1513,77473,2795880,5809090,269683,0,2,136,5100,18905,32615,129499,
AFMarkov3_70_5_95,70,5,95,6,0,0,0,0,0,0,509,1674,95,0,0,0,0,387,34515,84246,55094,170,0,0,0,22,101162,2727879,530944,19883,6,0,0,2,2001,869691,1037757,23557,0,0,0,1,7,884,43505,0,0,0,0,0,0,0,
AFMarkov3_70_10_15,70,10,15,6,0,0,0,0,0,0,508,1673,95,0,0,0,0,2741,25627,84069,55094,170,0,0,2670,56034,536320,1859777,529920,19883,6,5308,310110,647407,5088840,4095547,668250,23526,73,8187,2106800,38510451,4962937,1929806,209925,15,1114,40576,1351686,21810284,14625507,201431,
AFMarkov3_70_10_70,70,10,70,6,0,0,0,0,0,0,508,1673,95,0,0,0,0,2740,25627,84069,55094,170,0,0,35,49915,536224,1859777,529920,19883,6,0,11,10280,4772741,4095177,668250,23526,0,0,34,2253,98476,1820024,209897,0,0,0,75,406,795,4786,
AFMarkov3_70_10_95,70,10,95,6,0,0,0,0,0,0,508,1673,95,0,0,0,0,41,21883,84044,55094,170,0,0,0,0,9181,1639835,529780,19883,6,0,0,0,0,72893,586087,23511,0,0,0,0,0,0,3755,0,0,0,0,0,0,0,
AFMarkov3_70_15_15,70,15,15,6,0,0,0,0,0,0,508,1673,95,0,0,0,0,2245,19333,83787,55094,170,0,0,2617,27714,457297,1330922,527440,19883,6,936,168358,630483,2078046,3446676,486647,23381,31,2194,335413,19518987,4803075,788115,164359,8,552,17949,395213,3376607,7110818,193781,
AFMarkov3_70_15_70,70,15,70,6,0,0,0,0,0,0,508,1673,95,0,0,0,0,2240,19333,83787,55094,170,0,0,0,19039,457064,1330922,527440,19883,6,0,0,400,1636474,3445795,486647,23381,0,0,0,27,4258,638660,164298,0,0,0,0,3,15,230,
AFMarkov3_70_15_95,70,15,95,6,0,0,0,0,0,0,508,1673,95,0,0,0,0,1,13666,83738,55094,170,0,0,0,0,987,998177,527146,19883,6,0,0,0,0,7877,366102,23354,0,0,0,0,0,0,577,0,0,0,0,0,0,0,
AFMarkov3_70_20_15,70,20,15,6,0,0,0,0,0,0,503,1673,95,0,0,0,0,1909,16167,83360,55094,170,0,0,2565,18680,398505,1061357,523929,19883,6,186,99676,618872,1187514,2966655,383734,23051,0,143,67572,11281539,4676547,443156,143067,0,0,134,30107,696285,4073803,188648,
AFMarkov3_70_20_70,70,20,70,6,0,0,0,0,0,0,503,1673,95,0,0,0,0,1901,16167,83360,55094,170,0,0,0,8726,398079,1061357,523929,19883,6,0,0,15,680656,2964959,383734,23051,0,0,0,0,152,274581,142961,0,0,0,0,0,0,9,
AFMarkov3_70_20_95,70,20,95,6,0,0,0,0,0,0,503,1673,95,0,0,0,0,0,9034,83284,55094,170,0,0,0,0,101,646654,523439,19883,6,0,0,0,0,858,237044,23011,0,0,0,0,0,0,80,0,0,0,0,0,0,0,
AFMarkov3_70_50_15,70,50,15,6,0,0,0,0,0,0,446,1671,95,0,0,0,0,883,11315,73745,55083,170,0,0,1669,11272,160484,645198,455068,19877,6,0,2703,367685,568936,1093256,218998,19374,0,0,0,224277,2548884,185812,45345,0,0,0,0,2,77411,97705,
AFMarkov3_70_50_70,70,50,70,6,0,0,0,0,0,0,446,1671,95,0,0,0,0,845,11315,73745,55083,170,0,0,0,85,156845,645196,455068,19877,6,0,0,0,5806,1077048,218994,19374,0,0,0,0,0,2409,44694,0,0,0,0,0,0,0,
AFMarkov3_70_50_95,70,50,95,6,0,0,0,0,0,0,438,1671,95,0,0,0,0,0,1290,73032,55081,170,0,0,0,0,0,73685,451151,19877,6,0,0,0,0,0,27229,19129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_70_500_15,70,500,15,6,0,0,0,0,0,0,127,1452,95,0,0,0,0,137,1439,13097,47427,170,0,0,0,313,11781,59739,56619,16136,6,0,0,0,13600,46235,15917,2240,0,0,0,0,0,2895,1796,0,0,0,0,0,0,0,
AFMarkov3_70_500_70,70,500,70,6,0,0,0,0,0,0,127,1452,95,0,0,0,0,0,1360,13097,47427,170,0,0,0,0,0,58540,56619,16136,6,0,0,0,0,0,15602,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_70_500_95,70,500,95,6,0,0,0,0,0,0,11,1448,95,0,0,0,0,0,0,918,47399,170,0,0,0,0,0,0,4285,16124,6,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_80_1_15,80,1,15,0,0,0,0,0,0,0,154,159,0,0,0,0,0,6857,24033,17381,2492,0,0,0,31625,400311,2225798,1962730,84615,853,0,113716,503377,13267447,48981288,21879784,764498,3538,221173,10190543,51077769,75042136,143175297,20828854,1100541,65391,4313001,133852445,1930835165,589680229,30440984,6827906,
AFMarkov3_80_1_70,80,1,70,0,0,0,0,0,0,0,154,159,0,0,0,0,0,6857,24033,17381,2492,0,0,0,31523,400303,2225798,1962730,84615,853,0,3960,395662,13252730,48981208,21879784,764498,3538,269,33045,1841423,62004413,143084224,20828801,1100541,23,2579,155615,5950724,21394617,25400808,6824145,
AFMarkov3_80_1_95,80,1,95,0,0,0,0,0,0,0,154,159,0,0,0,0,0,6448,23994,17381,2492,0,0,0,311,62833,2160321,1961600,84615,853,0,6,1388,141944,7764137,21417531,764095,3538,0,22,3060,217888,1510331,3362556,1073017,0,0,65,5364,36804,89986,73315,
AFMarkov3_80_5_15,80,5,15,0,0,0,0,0,0,0,152,159,0,0,0,0,0,1217,18297,17296,2492,0,0,0,950,101435,220906,1314594,84284,853,0,24695,115082,306338,9848382,1635617,481874,3528,784,193436,10952478,13873100,2859960,4037129,83395,126,9234,421203,32300549,120389534,5291969,128492,
AFMarkov3_80_5_70,80,5,70,0,0,0,0,0,0,0,152,159,0,0,0,0,0,1217,18297,17296,2492,0,0,0,701,101400,220906,1314594,84284,853,0,7,585,269830,9847857,1635617,481874,3528,0,22,1513,77473,2649527,4036922,83395,0,2,136,5100,18905,32615,120850,
AFMarkov3_80_5_95,80,5,95,0,0,0,0,0,0,0,152,159,0,0,0,0,0,337,18191,17296,2492,0,0,0,0,22,89100,1311481,84284,853,0,0,0,2,2001,757846,480692,3528,0,0,0,1,7,884,35243,0,0,0,0,0,0,0,
AFMarkov3_80_10_15,80,10,15,0,0,0,0,0,0,0,152,159,0,0,0,0,0,945,11186,17263,2492,0,0,0,289,27127,131073,680059,84039,853,0,3216,79714,47210,2277793,827993,228015,3526,73,7948,1286939,8784266,302112,776292,42944,15,1114,40576,1321529,12632472,3124755,11764,
AFMarkov3_80_10_70,80,10,70,0,0,0,0,0,0,0,152,159,0,0,0,0,0,945,11186,17263,2492,0,0,0,35,27033,131073,680059,84039,853,0,0,11,8787,2275802,827993,228015,3526,0,0,34,2253,82709,775728,42944,0,0,0,75,406,795,3920,
AFMarkov3_80_10_95,80,10,95,0,0,0,0,0,0,0,152,159,0,0,0,0,0,39,10896,17262,2492,0,0,0,0,0,6617,670388,84038,853,0,0,0,0,0,49499,224807,3526,0,0,0,0,0,0,2892,0,0,0,0,0,0,0,
AFMarkov3_80_15_15,80,15,15,0,0,0,0,0,0,0,152,159,0,0,0,0,0,813,7513,17183,2492,0,0,0,249,10574,109801,426653,83589,853,0,650,46212,37963,768549,663695,128941,3487,31,2191,223572,4571908,219296,255202,31945,8,552,17949,394837,2185073,1594045,7844,
AFMarkov3_80_15_70,80,15,70,0,0,0,0,0,0,0,152,159,0,0,0,0,0,813,7513,17183,2492,0,0,0,0,10382,109801,426653,83589,853,0,0,0,351,764784,663695,128941,3487,0,0,0,27,3563,254201,31945,0,0,0,0,3,15,170,
AFMarkov3_80_15_95,80,15,95,0,0,0,0,0,0,0,152,159,0,0,0,0,0,1,6987,17179,2492,0,0,0,0,0,738,409048,83586,853,0,0,0,0,0,5399,123236,3487,0,0,0,0,0,0,218,0,0,0,0,0,0,0,
AFMarkov3_80_20_15,80,20,15,0,0,0,0,0,0,0,152,159,0,0,0,0,0,661,5410,17112,2492,0,0,0,242,4661,93721,292940,82991,853,0,126,26541,36637,293752,563775,92160,3450,0,143,46642,2421832,208392,97590,23163,0,0,134,30104,467654,800662,7344,
AFMarkov3_80_20_70,80,20,70,0,0,0,0,0,0,0,152,159,0,0,0,0,0,661,5410,17112,2492,0,0,0,0,4413,93721,292940,82991,853,0,0,0,14,288640,563775,92160,3450,0,0,0,0,142,96214,23163,0,0,0,0,0,0,9,
AFMarkov3_80_20_95,80,20,95,0,0,0,0,0,0,0,152,159,0,0,0,0,0,0,4672,17108,2492,0,0,0,0,0,75,267999,82984,853,0,0,0,0,0,595,84332,3450,0,0,0,0,0,0,59,0,0,0,0,0,0,0,
AFMarkov3_80_50_15,80,50,15,0,0,0,0,0,0,0,143,159,0,0,0,0,0,319,1927,16031,2491,0,0,0,188,401,40176,74414,76154,853,0,0,739,25601,9213,219094,21948,2924,0,0,0,43856,130320,2594,8250,0,0,0,0,1,13501,4020,
AFMarkov3_80_50_70,80,50,70,0,0,0,0,0,0,0,143,159,0,0,0,0,0,319,1927,16031,2491,0,0,0,0,46,40176,74414,76154,853,0,0,0,0,2475,219094,21948,2924,0,0,0,0,0,791,8250,0,0,0,0,0,0,0,
AFMarkov3_80_50_95,80,50,95,0,0,0,0,0,0,0,143,159,0,0,0,0,0,0,623,16020,2491,0,0,0,0,0,0,29715,76141,853,0,0,0,0,0,0,9248,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_80_500_15,80,500,15,0,0,0,0,0,0,0,18,153,0,0,0,0,0,6,292,576,2389,0,0,0,0,34,38,7548,1504,804,0,0,0,0,359,44,1748,61,0,0,0,0,0,84,4,0,0,0,0,0,0,0,
AFMarkov3_80_500_70,80,500,70,0,0,0,0,0,0,0,18,153,0,0,0,0,0,0,292,576,2389,0,0,0,0,0,0,7548,1504,804,0,0,0,0,0,0,1748,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_80_500_95,80,500,95,0,0,0,0,0,0,0,7,153,0,0,0,0,0,0,0,227,2389,0,0,0,0,0,0,0,731,804,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_90_1_15,90,1,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6275,8057,320,0,0,0,0,31453,342864,2107974,761445,819,0,0,94907,404579,13216995,43615921,20940568,318567,27,221171,10135222,42406918,62875727,142665252,18544634,1047907,65391,4313001,133850781,1921494543,492896954,25765145,6802436,
AFMarkov3_90_1_70,90,1,70,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6275,8057,320,0,0,0,0,31441,342864,2107974,761445,819,0,0,3960,395661,13216512,43615921,20940568,318567,27,269,33045,1841423,62004336,142663551,18544634,1047907,23,2579,155615,5950724,21394617,25400784,6802322,
AFMarkov3_90_1_95,90,1,95,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6214,8053,320,0,0,0,0,311,62833,2099899,761415,819,0,0,6,1388,141944,7764103,20899388,318567,27,0,22,3060,217888,1510331,3362541,1046370,0,0,65,5364,36804,89986,73315,
AFMarkov3_90_5_15,90,5,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,157,2250,241,0,0,0,0,350,13142,32961,111301,488,0,0,3268,3902,120614,1036978,254040,35164,27,774,108526,1251519,404449,1116069,394224,9458,126,9234,416057,18323344,12717485,161733,49014,
AFMarkov3_90_5_70,90,5,70,0,0,0,0,0,0,0,8,0,0,0,0,0,0,157,2250,241,0,0,0,0,347,13142,32961,111301,488,0,0,7,580,120535,1036978,254040,35164,27,0,22,1513,76848,1115808,394224,9458,0,2,136,5100,18905,32473,48995,
AFMarkov3_90_5_95,90,5,95,0,0,0,0,0,0,0,8,0,0,0,0,0,0,103,2250,241,0,0,0,0,0,22,30112,111296,488,0,0,0,0,2,1967,239703,35164,27,0,0,0,1,7,869,8596,0,0,0,0,0,0,0,
AFMarkov3_90_10_15,90,10,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,73,1997,238,0,0,0,0,17,7799,6485,92256,482,0,0,1127,3141,5958,488070,37606,27475,25,73,7402,434192,318257,51589,187069,1547,15,1114,40576,1226492,4235812,124577,2239,
AFMarkov3_90_10_70,90,10,70,0,0,0,0,0,0,0,8,0,0,0,0,0,0,73,1997,238,0,0,0,0,14,7799,6485,92256,482,0,0,0,11,5888,488070,37606,27475,25,0,0,34,2253,51346,187069,1547,0,0,0,75,406,795,2226,
AFMarkov3_90_10_95,90,10,95,0,0,0,0,0,0,0,8,0,0,0,0,0,0,19,1997,238,0,0,0,0,0,0,3505,92251,482,0,0,0,0,0,0,22988,27475,25,0,0,0,0,0,0,659,0,0,0,0,0,0,0,
