name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
ABMarkov3_50_15_70,50,15,70,0,41,7151,7461,1031,353,2,0,0,0,162,38124,3029,34,0,0,0,0,0,40,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_15_95,50,15,95,0,0,0,0,18,351,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_20_15,50,20,15,118,421,5922,7461,1020,353,2,881,5191,10735,10599,29247,3029,34,0,2913,182624,259993,51413,2956,1684,0,0,20,77274,1358002,99986,2356,0,0,0,0,137,25458,65182,0,0,0,0,0,1,3,0,0,0,0,0,0,0,
ABMarkov3_50_20_70,50,20,70,0,0,5909,7461,1020,353,2,0,0,0,3,29172,3029,34,0,0,0,0,0,0,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_20_95,50,20,95,0,0,0,0,0,351,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_50_15,50,50,15,118,421,463,6436,1020,85,2,215,5176,10735,10597,1117,2799,34,0,0,13596,255982,51413,2956,31,0,0,0,0,45101,98804,2356,0,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_50_70,50,50,70,0,0,91,6436,1020,85,2,0,0,0,0,69,2799,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_50_95,50,50,95,0,0,0,0,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_500_15,50,500,15,30,417,425,31,613,17,0,0,0,681,10570,1087,3,18,0,0,0,0,977,2949,31,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_500_70,50,500,70,0,0,0,0,613,17,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_50_500_95,50,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_1_15,60,1,15,877,3770,7379,42893,7673,48,0,533,10606,148711,243279,41997,24942,467,8333,40784,97958,593705,1087584,96201,2307,20671,683231,2638042,4604589,716303,283028,68859,8375,356145,7191427,76918702,27203246,1893941,33414,2726,140895,3260346,47224127,71426301,33421171,1404776,944,50644,1348935,21757380,34952120,19335698,3467327,
ABMarkov3_60_1_70,60,1,70,871,3768,7379,42893,7673,48,0,210,9595,148297,243238,41997,24942,467,30,1600,39999,555497,1086160,96187,2307,3,217,6578,118897,307251,270664,68789,0,19,880,19760,54680,52726,16730,0,1,88,2843,8428,8720,3115,0,0,13,412,1204,1237,438,
ABMarkov3_60_1_95,60,1,95,2,152,3775,42201,7665,48,0,0,4,249,5365,21103,24773,466,0,0,9,375,1920,3019,1452,0,0,0,14,109,229,133,0,0,0,1,6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_5_15,60,5,15,50,2295,4094,1692,6146,48,0,337,1370,2240,109204,23344,490,422,3239,39415,60811,48429,7739,55443,981,21,4539,636270,4452308,426901,15707,372,3,182,5954,301354,4806119,1842826,17477,0,31,1191,23425,56558,126014,260115,0,10,450,9131,17275,11104,2829,
ABMarkov3_60_5_70,60,5,70,14,2292,4094,1692,6146,48,0,0,3,556,109081,23344,490,422,0,0,2,56,2465,55426,981,0,0,0,2,11,22,156,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_5_95,60,5,95,0,0,0,42,6128,48,0,0,0,0,0,0,26,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_10_15,60,10,15,38,468,4017,1654,610,48,0,337,1367,1724,6326,22329,464,56,139,29115,60793,48376,5359,2686,977,0,35,13289,2089355,426724,15687,217,0,5,187,4453,73320,891653,17475,0,1,42,870,1903,1893,3612,0,0,5,187,440,344,87,
ABMarkov3_60_10_70,60,10,70,0,443,4017,1654,610,48,0,0,0,2,5778,22329,464,56,0,0,0,1,5,2574,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_10_95,60,10,95,0,0,0,0,545,48,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_15_15,60,15,15,38,89,3096,1654,111,48,0,336,1367,1722,914,14169,464,4,6,10677,60686,48375,5354,184,756,0,3,341,459338,424363,15687,217,0,0,10,468,2619,180337,17419,0,0,0,23,82,136,119,0,0,0,6,18,18,6,
ABMarkov3_60_15_70,60,15,70,0,35,3096,1654,111,48,0,0,0,0,162,14169,464,4,0,0,0,0,0,40,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_15_95,60,15,95,0,0,0,0,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_20_15,60,20,15,38,58,2295,1654,99,48,0,336,1367,1722,780,9997,464,4,0,2646,59772,48375,5354,145,418,0,0,20,69506,404992,15687,217,0,0,0,0,137,23174,16958,0,0,0,0,0,1,3,0,0,0,0,0,0,0,
ABMarkov3_60_20_70,60,20,70,0,0,2295,1654,99,48,0,0,0,0,3,9997,464,4,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_20_95,60,20,95,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_50_15,60,50,15,38,58,95,1531,99,19,0,146,1367,1722,777,81,457,4,0,0,9170,48265,5354,145,1,0,0,0,0,28826,15629,217,0,0,0,0,0,0,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_50_70,60,50,70,0,0,84,1531,99,19,0,0,0,0,0,67,457,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_50_95,60,50,95,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_500_15,60,500,15,19,58,19,0,66,0,0,0,0,343,777,18,0,4,0,0,0,0,427,145,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_500_70,60,500,70,0,0,0,0,66,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_60_500_95,60,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_1_15,70,1,15,864,1711,4523,42161,2284,1,0,275,9708,147990,130966,24552,24776,123,4239,14164,47901,557331,1085490,37998,1542,20671,682010,1508726,1475010,350759,271092,68753,8375,356145,7191427,76883580,17180826,590825,18168,2726,140895,3260346,47224127,71426301,33412769,839569,944,50644,1348935,21757380,34952120,19335698,3467327,
ABMarkov3_70_1_70,70,1,70,864,1711,4523,42161,2284,1,0,210,9595,147978,130966,24552,24776,123,30,1600,39999,555497,1085476,37998,1542,3,217,6578,118897,307251,270664,68753,0,19,880,19760,54680,52726,16730,0,1,88,2843,8428,8720,3115,0,0,13,412,1204,1237,438,
ABMarkov3_70_1_95,70,1,95,2,152,3775,42113,2284,1,0,0,4,249,5365,21103,24773,123,0,0,9,375,1920,3019,1452,0,0,0,14,109,229,133,0,0,0,1,6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_5_15,70,5,15,15,1049,878,199,1786,1,0,69,150,619,43270,3941,46,107,2117,12638,8342,2481,2529,19354,107,21,4532,453526,1338406,45826,596,156,3,182,5954,301354,3653485,537718,1522,0,31,1191,23425,56558,126014,199894,0,10,450,9131,17275,11104,2829,
ABMarkov3_70_5_70,70,5,70,11,1049,878,199,1786,1,0,0,3,556,43270,3941,46,107,0,0,2,56,2465,19354,107,0,0,0,2,11,22,156,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_5_95,70,5,95,0,0,0,42,1786,1,0,0,0,0,0,0,26,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_10_15,70,10,15,4,332,875,158,398,1,0,69,147,70,4961,3890,20,35,137,11021,8340,2426,73,2288,107,0,35,13166,892587,45814,574,0,0,5,187,4453,73068,366889,1521,0,1,42,870,1903,1893,3595,0,0,5,187,440,344,87,
ABMarkov3_70_10_70,70,10,70,0,332,875,158,398,1,0,0,0,2,4961,3890,20,35,0,0,0,1,5,2288,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_10_95,70,10,95,0,0,0,0,398,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_15_15,70,15,15,4,27,784,158,15,1,0,69,147,68,144,2965,20,0,6,4879,8331,2425,68,39,105,0,3,341,213141,45658,574,0,0,0,10,468,2619,81186,1517,0,0,0,23,82,136,119,0,0,0,6,18,18,6,
ABMarkov3_70_15_70,70,15,70,0,27,784,158,15,1,0,0,0,0,143,2965,20,0,0,0,0,0,0,39,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_15_95,70,15,95,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_20_15,70,20,15,4,0,575,158,0,1,0,69,147,68,5,1744,20,0,0,1830,8319,2425,68,0,65,0,0,20,48055,45165,574,0,0,0,0,0,137,15992,1505,0,0,0,0,0,1,3,0,0,0,0,0,0,0,
ABMarkov3_70_20_70,70,20,70,0,0,575,158,0,1,0,0,0,0,3,1744,20,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_20_95,70,20,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_50_15,70,50,15,4,0,64,157,0,1,0,54,147,68,2,48,20,0,0,0,3138,2422,68,0,1,0,0,0,0,8535,574,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_50_70,70,50,70,0,0,64,157,0,1,0,0,0,0,0,48,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_50_95,70,50,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_500_15,70,500,15,3,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_500_70,70,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_70_500_95,70,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_1_15,80,1,15,858,759,3830,42068,511,0,0,212,9595,147854,85887,21215,24773,17,2062,3091,40141,555497,1085374,15221,1452,20671,681433,971259,279479,307670,270664,68752,8375,356145,7191427,76872974,12586477,108910,16736,2726,140895,3260346,47224127,71426301,33409570,580613,944,50644,1348935,21757380,34952120,19335698,3467327,
ABMarkov3_80_1_70,80,1,70,858,759,3830,42068,511,0,0,210,9595,147854,85887,21215,24773,17,30,1600,39999,555497,1085374,15221,1452,3,217,6578,118897,307251,270664,68752,0,19,880,19760,54680,52726,16730,0,1,88,2843,8428,8720,3115,0,0,13,412,1204,1237,438,
ABMarkov3_80_1_95,80,1,95,2,152,3775,42068,511,0,0,0,4,249,5365,21103,24773,17,0,0,9,375,1920,3019,1452,0,0,0,14,109,229,133,0,0,0,1,6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_5_15,80,5,15,11,591,69,43,511,0,0,2,3,554,26308,140,26,17,1899,1494,149,56,2465,10474,1,21,4532,426609,161569,447,22,156,3,182,5954,301354,3516617,56819,8,0,31,1191,23425,56558,126014,193460,0,10,450,9131,17275,11104,2829,
ABMarkov3_80_5_70,80,5,70,11,591,69,43,511,0,0,0,3,554,26308,140,26,17,0,0,2,56,2465,10474,1,0,0,0,2,11,22,156,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_5_95,80,5,95,0,0,0,42,511,0,0,0,0,0,0,0,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_10_15,80,10,15,0,99,68,1,143,0,0,2,0,2,2766,140,0,8,121,1445,147,1,5,1252,1,0,35,11855,138243,436,0,0,0,5,187,4453,67749,52277,7,0,1,42,870,1903,1893,3330,0,0,5,187,440,344,87,
ABMarkov3_80_10_70,80,10,70,0,99,68,1,143,0,0,0,0,2,2766,140,0,8,0,0,0,1,5,1252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_10_95,80,10,95,0,0,0,0,143,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_15_15,80,15,15,0,15,67,1,10,0,0,2,0,0,110,130,0,0,6,995,147,0,0,29,1,0,3,340,52796,436,0,0,0,0,10,468,2617,19038,7,0,0,0,23,82,136,119,0,0,0,6,18,18,6,
ABMarkov3_80_15_70,80,15,70,0,15,67,1,10,0,0,0,0,0,110,130,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_15_95,80,15,95,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_20_15,80,20,15,0,0,58,1,0,0,0,2,0,0,2,100,0,0,0,457,146,0,0,0,1,0,0,20,13493,433,0,0,0,0,0,0,137,4530,7,0,0,0,0,0,1,3,0,0,0,0,0,0,0,
ABMarkov3_80_20_70,80,20,70,0,0,58,1,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_20_95,80,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_50_15,80,50,15,0,0,7,1,0,0,0,2,0,0,0,6,0,0,0,0,95,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_50_70,80,50,70,0,0,7,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_50_95,80,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_500_15,80,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_500_70,80,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_80_500_95,80,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_1_15,90,1,15,857,193,3777,42060,1,0,0,210,9595,147803,64789,21103,24773,0,205,1611,39999,555497,1085281,5262,1452,20671,681233,568196,119896,307251,270664,68748,8375,356145,7191427,76869209,9373534,52841,16730,2726,140895,3260346,47224127,71426301,33408558,400889,944,50644,1348935,21757380,34952120,19335698,3467327,
ABMarkov3_90_1_70,90,1,70,857,193,3777,42060,1,0,0,210,9595,147803,64789,21103,24773,0,30,1600,39999,555497,1085281,5262,1452,3,217,6578,118897,307251,270664,68748,0,19,880,19760,54680,52726,16730,0,1,88,2843,8428,8720,3115,0,0,13,412,1204,1237,438,
ABMarkov3_90_1_95,90,1,95,2,152,3775,42060,1,0,0,0,4,249,5365,21103,24773,0,0,0,9,375,1920,3019,1452,0,0,0,14,109,229,133,0,0,0,1,6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_5_15,90,5,15,5,7,2,34,1,0,0,0,3,397,539,0,26,0,48,5,2,56,2077,47,0,21,3850,12360,328,11,22,141,3,182,5954,271742,125376,118,1,0,31,1191,23425,56558,115438,5765,0,10,450,9131,17275,11104,2829,
ABMarkov3_90_5_70,90,5,70,5,7,2,34,1,0,0,0,3,397,539,0,26,0,0,0,2,56,2077,47,0,0,0,0,2,11,22,141,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_5_95,90,5,95,0,0,0,34,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_10_15,90,10,15,0,6,1,0,1,0,0,0,0,2,165,0,0,0,47,5,0,1,5,30,0,0,35,5968,325,0,0,0,0,5,187,4453,39021,116,0,0,1,42,870,1903,1893,2013,0,0,5,187,440,344,87,
ABMarkov3_90_10_70,90,10,70,0,6,1,0,1,0,0,0,0,2,165,0,0,0,0,0,0,1,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_10_95,90,10,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_15_15,90,15,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,0,0,3,174,100,0,0,0,0,0,10,468,1825,45,0,0,0,0,23,82,136,100,0,0,0,6,18,18,6,
ABMarkov3_90_15_70,90,15,70,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_15_95,90,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_20_15,90,20,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,20,100,0,0,0,0,0,0,0,137,45,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,
ABMarkov3_90_20_70,90,20,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_20_95,90,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_50_15,90,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_50_70,90,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_50_95,90,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_500_15,90,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_500_70,90,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_90_500_95,90,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
